id,dataset,task,label,source,model,device,answer_length_tokens,mean_token_probability,min_token_probability,max_token_probability,mean_token_logprob,min_token_logprob,max_token_logprob,sum_token_logprob,negative_mean_logprob,low_confidence_token_ratio
halueval_qa_000006_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,16,0.6013134717941284,0.0027751922607421875,1.0,-1.182410679757595,-5.88671875,-1.3709068298339844e-05,-18.91857087612152,1.182410679757595,0.1875
halueval_qa_000007_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.92529296875,0.791015625,0.99951171875,-0.08330877621968587,-0.234619140625,-0.0003917217254638672,-0.24992632865905762,0.08330877621968587,0.0
halueval_qa_000007_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,10,0.4801547884941101,0.00013339519500732422,0.99951171875,-2.2445746421813966,-8.921875,-0.00026345252990722656,-22.445746421813965,2.2445746421813966,0.4
halueval_qa_000008_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.74346923828125,0.265380859375,0.99462890625,-0.4162425994873047,-1.326171875,-0.00548553466796875,-1.6649703979492188,0.4162425994873047,0.0
halueval_qa_000008_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,19,0.6803267786377355,2.980232238769531e-07,1.0,-1.3262061194369668,-15.015625,-1.1086463928222656e-05,-25.197916269302368,1.3262061194369668,0.15789473684210525
halueval_qa_000009_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,7,0.7889753069196429,0.1600341796875,0.99853515625,-0.3742452348981585,-1.83203125,-0.0014553070068359375,-2.6197166442871094,0.3742452348981585,0.0
halueval_qa_000009_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,13,0.4492040964273306,0.00044274330139160156,0.99951171875,-2.0549914103287916,-7.72265625,-0.0003974437713623047,-26.714888334274292,2.0549914103287916,0.3076923076923077
halueval_qa_000010_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.7541580200195312,0.053741455078125,0.9990234375,-0.7403911352157593,-2.923828125,-0.0007958412170410156,-2.961564540863037,0.7403911352157593,0.25
halueval_qa_000010_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,16,0.7797566391527653,5.304813385009766e-06,1.0,-1.2733664885163307,-12.1484375,-1.6808509826660156e-05,-20.37386381626129,1.2733664885163307,0.125
halueval_qa_000011_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.74176025390625,0.328369140625,0.99658203125,-0.3872494697570801,-1.11328125,-0.0032062530517578125,-1.5489978790283203,0.3872494697570801,0.0
halueval_qa_000011_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,22,0.5433451424945485,0.00013244152069091797,1.0,-1.628061522137035,-8.9296875,-5.066394805908203e-05,-35.81735348701477,1.628061522137035,0.18181818181818182
halueval_qa_000012_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,2,0.57470703125,0.15576171875,0.99365234375,-0.9328327178955078,-1.859375,-0.006290435791015625,-1.8656654357910156,0.9328327178955078,0.0
halueval_qa_000012_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,21,0.8891637779417492,0.00032019615173339844,1.0,-0.4711520444779169,-8.046875,-1.5616416931152344e-05,-9.894192934036255,0.4711520444779169,0.047619047619047616
halueval_qa_000013_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,5,0.97138671875,0.9091796875,0.99755859375,-0.029607772827148438,-0.0953369140625,-0.0022525787353515625,-0.1480388641357422,0.029607772827148438,0.0
halueval_qa_000013_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,19,0.6365027615898534,0.00017273426055908203,0.998046875,-1.353967315272281,-8.6640625,-0.0018224716186523438,-25.72537899017334,1.353967315272281,0.15789473684210525
halueval_qa_000014_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.81689453125,0.47509765625,0.99853515625,-0.24316191673278809,-0.744140625,-0.0014104843139648438,-0.9726476669311523,0.24316191673278809,0.0
halueval_qa_000014_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,21,0.534880797068278,0.0007443428039550781,0.998046875,-1.514911379132952,-7.203125,-0.001758575439453125,-31.813138961791992,1.514911379132952,0.19047619047619047
halueval_qa_000015_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.96484375,0.8642578125,0.99951171875,-0.03765171766281128,-0.145751953125,-0.0002944469451904297,-0.15060687065124512,0.03765171766281128,0.0
halueval_qa_000015_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.4352711041768392,0.0006699562072753906,0.99853515625,-1.918459701538086,-7.30859375,-0.00152587890625,-28.77689552307129,1.918459701538086,0.3333333333333333
halueval_qa_000016_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,22,0.8497203480113636,0.109619140625,1.0,-0.2877786701375788,-2.2109375,-3.504753112792969e-05,-6.331130743026733,0.2877786701375788,0.0
halueval_qa_000016_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.4280298630396525,0.00021326541900634766,0.99462890625,-2.908259073893229,-8.453125,-0.005268096923828125,-43.62388610839844,2.908259073893229,0.4666666666666667
halueval_qa_000017_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.479736328125,0.479736328125,0.479736328125,-0.734375,-0.734375,-0.734375,-0.734375,0.734375,0.0
halueval_qa_000017_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,22,0.5245694761926477,8.887052536010742e-05,0.9990234375,-1.822024475444447,-9.328125,-0.0009908676147460938,-40.08453845977783,1.822024475444447,0.3181818181818182
halueval_qa_000018_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.9581298828125,0.84814453125,0.99951171875,-0.045202016830444336,-0.1649169921875,-0.0005826950073242188,-0.18080806732177734,0.045202016830444336,0.0
halueval_qa_000018_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,11,0.5940040241588246,0.0010623931884765625,0.99951171875,-1.4756616245616565,-6.84765625,-0.0004911422729492188,-16.232277870178223,1.4756616245616565,0.2727272727272727
halueval_qa_000019_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.93896484375,0.8173828125,1.0,-0.06728688875834148,-0.201416015625,-0.00010848045349121094,-0.20186066627502441,0.06728688875834148,0.0
halueval_qa_000019_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,16,0.6504431441426277,2.5033950805664062e-06,0.9990234375,-1.6782207190990448,-12.8984375,-0.0009589195251464844,-26.851531505584717,1.6782207190990448,0.1875
halueval_qa_000020_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,2,0.866455078125,0.7431640625,0.98974609375,-0.15346908569335938,-0.296630859375,-0.01030731201171875,-0.30693817138671875,0.15346908569335938,0.0
halueval_qa_000020_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.589579184850057,0.00011324882507324219,1.0,-1.4903111139933267,-9.0859375,-0.00022602081298828125,-22.354666709899902,1.4903111139933267,0.2
halueval_qa_000021_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.96533203125,0.9052734375,0.99560546875,-0.036412556966145836,-0.0997314453125,-0.004619598388671875,-0.1092376708984375,0.036412556966145836,0.0
halueval_qa_000021_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,10,0.6516584753990173,1.3709068298339844e-05,0.99951171875,-1.7905630826950074,-11.1953125,-0.00027441978454589844,-17.905630826950073,1.7905630826950074,0.2
halueval_qa_000022_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.85479736328125,0.466552734375,0.99951171875,-0.2027011513710022,-0.76220703125,-0.0003044605255126953,-0.8108046054840088,0.2027011513710022,0.0
halueval_qa_000022_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,18,0.7988688151041666,0.04498291015625,0.9990234375,-0.4687553511725532,-3.1015625,-0.0009698867797851562,-8.437596321105957,0.4687553511725532,0.1111111111111111
halueval_qa_000023_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.65924072265625,0.129638671875,0.98779296875,-0.6639366149902344,-2.04296875,-0.0121917724609375,-2.6557464599609375,0.6639366149902344,0.0
halueval_qa_000023_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,9,0.24303054809570312,0.00032258033752441406,0.91748046875,-4.502827962239583,-8.0390625,-0.08599853515625,-40.52545166015625,4.502827962239583,0.6666666666666666
halueval_qa_000024_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.8564453125,0.5869140625,0.998046875,-0.18368212381998697,-0.533203125,-0.0021572113037109375,-0.5510463714599609,0.18368212381998697,0.0
halueval_qa_000024_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,9,0.3235190709431966,0.0013322830200195312,0.9990234375,-2.5141118367513022,-6.62109375,-0.001216888427734375,-22.62700653076172,2.5141118367513022,0.4444444444444444
halueval_qa_000025_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,2,0.960205078125,0.9326171875,0.98779296875,-0.04107666015625,-0.0699462890625,-0.01220703125,-0.0821533203125,0.04107666015625,0.0
halueval_qa_000025_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,19,0.6246969354780096,4.589557647705078e-06,1.0,-2.0045158863067627,-12.2890625,-2.181529998779297e-05,-38.08580183982849,2.0045158863067627,0.2631578947368421
halueval_qa_000026_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,2,0.778076171875,0.568359375,0.98779296875,-0.28882598876953125,-0.5654296875,-0.0122222900390625,-0.5776519775390625,0.28882598876953125,0.0
halueval_qa_000026_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,24,0.671494297683239,8.881092071533203e-06,1.0,-1.329933186372121,-11.6328125,-5.078315734863281e-05,-31.918396472930908,1.329933186372121,0.20833333333333334
halueval_qa_000027_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.321533203125,0.321533203125,0.321533203125,-1.134765625,-1.134765625,-1.134765625,-1.134765625,1.134765625,0.0
halueval_qa_000027_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.6343342304229737,0.0003421306610107422,1.0,-1.2534775177637736,-7.98046875,-0.00018084049224853516,-18.802162766456604,1.2534775177637736,0.2
halueval_qa_000028_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.496826171875,0.496826171875,0.496826171875,-0.69970703125,-0.69970703125,-0.69970703125,-0.69970703125,0.69970703125,0.0
halueval_qa_000028_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,17,0.7812073020374074,4.470348358154297e-05,1.0,-0.9995598372291116,-10.015625,-0.00010156631469726562,-16.992517232894897,0.9995598372291116,0.11764705882352941
halueval_qa_000029_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.9147135416666666,0.84033203125,0.99658203125,-0.09163920084635417,-0.1739501953125,-0.0033721923828125,-0.2749176025390625,0.09163920084635417,0.0
halueval_qa_000029_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,22,0.8048060563477603,6.616115570068359e-06,1.0,-0.8978026075796648,-11.921875,-0.0001417398452758789,-19.751657366752625,0.8978026075796648,0.09090909090909091
halueval_qa_000030_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.96240234375,0.89404296875,0.99755859375,-0.03961054484049479,-0.112060546875,-0.0022430419921875,-0.11883163452148438,0.03961054484049479,0.0
halueval_qa_000030_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,9,0.47196515401204425,0.0023097991943359375,0.99853515625,-2.197585105895996,-6.0703125,-0.0015554428100585938,-19.778265953063965,2.197585105895996,0.3333333333333333
halueval_qa_000031_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.950927734375,0.84619140625,1.0,-0.05257245898246765,-0.1669921875,-7.56978988647461e-05,-0.2102898359298706,0.05257245898246765,0.0
halueval_qa_000031_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,8,0.7057151794433594,0.051361083984375,1.0,-0.739809513092041,-2.96875,-3.814697265625e-05,-5.918476104736328,0.739809513092041,0.25
halueval_qa_000032_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.62451171875,0.62451171875,0.62451171875,-0.470458984375,-0.470458984375,-0.470458984375,-0.470458984375,0.470458984375,0.0
halueval_qa_000032_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,21,0.5189418877874102,0.00010889768600463867,0.99609375,-1.6342909676688058,-9.125,-0.004039764404296875,-34.32011032104492,1.6342909676688058,0.23809523809523808
halueval_qa_000033_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.468017578125,0.468017578125,0.468017578125,-0.75927734375,-0.75927734375,-0.75927734375,-0.75927734375,0.75927734375,0.0
halueval_qa_000033_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.7046071370442708,0.0067901611328125,0.99951171875,-0.7723129749298095,-4.9921875,-0.00025844573974609375,-11.584694623947144,0.7723129749298095,0.06666666666666667
halueval_qa_000034_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,6,0.767333984375,0.25341796875,0.9970703125,-0.3563381830851237,-1.373046875,-0.0027599334716796875,-2.138029098510742,0.3563381830851237,0.0
halueval_qa_000034_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,9,0.5935671726862589,2.5033950805664062e-06,0.99951171875,-2.0005501376258,-12.90625,-0.00027441978454589844,-18.004951238632202,2.0005501376258,0.1111111111111111
halueval_qa_000035_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,5,0.979296875,0.9228515625,1.0,-0.021335339546203612,-0.0804443359375,-0.00013363361358642578,-0.10667669773101807,0.021335339546203612,0.0
halueval_qa_000035_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,9,0.5474734836154513,0.0265960693359375,0.99755859375,-1.186240514119466,-3.626953125,-0.0023593902587890625,-10.676164627075195,1.186240514119466,0.2222222222222222
halueval_qa_000036_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.9293619791666666,0.798828125,0.99658203125,-0.07847849527994792,-0.224365234375,-0.00360107421875,-0.23543548583984375,0.07847849527994792,0.0
halueval_qa_000036_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.8397664388020833,0.10662841796875,1.0,-0.3342776854832967,-2.23828125,-9.965896606445312e-05,-5.014165282249451,0.3342776854832967,0.0
halueval_qa_000037_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.8394775390625,0.6142578125,0.9990234375,-0.19555449485778809,-0.487060546875,-0.0010290145874023438,-0.7822179794311523,0.19555449485778809,0.0
halueval_qa_000037_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,11,0.35021305084228516,0.0005750656127929688,0.97705078125,-2.2855085893110796,-7.4609375,-0.023040771484375,-25.140594482421875,2.2855085893110796,0.36363636363636365
halueval_qa_000038_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.857421875,0.857421875,0.857421875,-0.15380859375,-0.15380859375,-0.15380859375,-0.15380859375,0.15380859375,0.0
halueval_qa_000038_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,28,0.838648891874722,2.1755695343017578e-05,1.0,-0.6404311742101397,-10.734375,-4.76837158203125e-06,-17.93207287788391,0.6404311742101397,0.07142857142857142
halueval_qa_000039_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.79150390625,0.79150390625,0.79150390625,-0.2337646484375,-0.2337646484375,-0.2337646484375,-0.2337646484375,0.2337646484375,0.0
halueval_qa_000039_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,45,0.8573612146907382,3.0219554901123047e-05,1.0,-0.6080361578199599,-10.40625,0.0,-27.361627101898193,0.6080361578199599,0.08888888888888889
halueval_qa_000040_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.9275716145833334,0.78369140625,1.0,-0.08167819182078044,-0.2437744140625,-0.0001176595687866211,-0.2450345754623413,0.08167819182078044,0.0
halueval_qa_000040_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,19,0.6291575086744208,3.272294998168945e-05,1.0,-1.774326857767607,-10.328125,-4.3392181396484375e-05,-33.712210297584534,1.774326857767607,0.3157894736842105
halueval_qa_000041_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,2,0.92578125,0.85595703125,0.99560546875,-0.08006477355957031,-0.15576171875,-0.004367828369140625,-0.16012954711914062,0.08006477355957031,0.0
halueval_qa_000041_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,10,0.47853869795799253,3.0219554901123047e-05,0.9990234375,-2.4550196647644045,-10.40625,-0.0011243820190429688,-24.550196647644043,2.4550196647644045,0.3
halueval_qa_000042_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.770263671875,0.468505859375,0.9990234375,-0.30983416239420575,-0.75830078125,-0.0009136199951171875,-0.9295024871826172,0.30983416239420575,0.0
halueval_qa_000042_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,19,0.7034587264060974,1.7285346984863281e-06,1.0,-1.6966051051491184,-13.265625,-0.0001766681671142578,-32.23549699783325,1.6966051051491184,0.21052631578947367
halueval_qa_000043_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.721923828125,0.394775390625,1.0,-0.3965752124786377,-0.9296875,-2.8371810913085938e-05,-1.189725637435913,0.3965752124786377,0.0
halueval_qa_000043_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.6986207564671835,1.7523765563964844e-05,1.0,-1.4733427127202352,-10.953125,-8.046627044677734e-05,-22.100140690803528,1.4733427127202352,0.2
halueval_qa_000044_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.9683837890625,0.87744140625,0.99951171875,-0.03369545936584473,-0.1307373046875,-0.00055694580078125,-0.1347818374633789,0.03369545936584473,0.0
halueval_qa_000044_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,25,0.62197998046875,0.000675201416015625,1.0,-1.2984510135650635,-7.30078125,-2.3365020751953125e-05,-32.46127533912659,1.2984510135650635,0.24
halueval_qa_000045_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,6,0.84698486328125,0.0955810546875,0.99951171875,-0.3936287562052409,-2.34765625,-0.0005369186401367188,-2.3617725372314453,0.3936287562052409,0.16666666666666666
halueval_qa_000045_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,6,0.627044677734375,0.03802490234375,0.99169921875,-0.9144325256347656,-3.26953125,-0.00811004638671875,-5.486595153808594,0.9144325256347656,0.16666666666666666
halueval_qa_000046_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,3,0.5182291666666666,0.21923828125,0.99462890625,-0.8664576212565104,-1.517578125,-0.00562286376953125,-2.5993728637695312,0.8664576212565104,0.0
halueval_qa_000046_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,14,0.5067977905273438,0.0023193359375,1.0,-1.600676647254399,-6.06640625,-0.00023233890533447266,-22.409473061561584,1.600676647254399,0.35714285714285715
halueval_qa_000047_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.8726806640625,0.5029296875,0.998046875,-0.17490744590759277,-0.6875,-0.0018053054809570312,-0.6996297836303711,0.17490744590759277,0.0
halueval_qa_000047_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,10,0.24816871285438538,5.066394805908203e-06,0.98974609375,-3.8855300903320313,-12.1875,-0.0103302001953125,-38.85530090332031,3.8855300903320313,0.5
halueval_qa_000048_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,4,0.8216552734375,0.5537109375,1.0,-0.22537627816200256,-0.5908203125,-0.00010693073272705078,-0.9015051126480103,0.22537627816200256,0.0
halueval_qa_000048_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,7,0.18882301875523158,0.0010137557983398438,0.94189453125,-3.5621163504464284,-6.89453125,-0.059814453125,-24.934814453125,3.5621163504464284,0.7142857142857143
halueval_qa_000049_supported,halueval,qa,0,right_answer,models/qwen2.5-3b,mps,1,0.352294921875,0.352294921875,0.352294921875,-1.04296875,-1.04296875,-1.04296875,-1.04296875,1.04296875,0.0
halueval_qa_000049_hallucinated,halueval,qa,1,hallucinated_answer,models/qwen2.5-3b,mps,15,0.7552668571472168,0.0002675056457519531,0.99951171875,-0.9438461621602376,-8.2265625,-0.0005249977111816406,-14.157692432403564,0.9438461621602376,0.13333333333333333
